"","Indice","YearFixed","MonthFixed","SpeciesFixed","DateFormated","WeekDayNumber","HemisphereFixed","AgeFixed","Sex","ActivityFixed","CountryFixed","ContinentFixed","Area","LargoMetrosFixed","LargoEstandarizado","FatalFixed"
"811",854,"2011","10","SPECIE_UNKNOWN","2011/10/11",3,"North",-1,"M","SURFING","USA","NORTH_AMERICA","Florida",0.9144,"LARGO_0_1",0
"812",855,"2011","10","SPECIE_UNKNOWN","2011/10/10",2,"North",-1,"M","SURFING","USA","NORTH_AMERICA","Oregon",3.048,"LARGO_3_4",0
"813",856,"2011","10","SPECIE_UNKNOWN","2011/10/09",1,"South",64,"M","SWIMMING","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",1
"814",857,"2011","10","SPECIE_UNKNOWN","2011/10/05",4,"South",51,"M","CANOEING","REUNION_ISLAND","AFRICA","",2.5,"LARGO_2_3",0
"815",858,"2011","10","SPECIE_UNKNOWN","2011/10/02",1,"North",-1,"M","FISHING","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"816",859,"2011","10","SPECIE_UNKNOWN","2011/10/01",7,"North",29,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Alabama",NA,"N/A",0
"817",861,"2011","09","SPECIE_UNKNOWN","2011/09/28",4,"North",48,"M","FISHING","DOMINICAN_REPUBLIC","NORTH_AMERICA","Samaná Province",NA,"N/A",0
"818",862,"2011","09","WHITE_SHARK","2011/09/28",4,"South",43,"M","SWIMMING","SOUTH_AFRICA","AFRICA","Western Cape Province",NA,"N/A",0
"819",863,"2011","09","BULL_SHARK","2011/09/24",7,"North",21,"M","FISHING","USA","NORTH_AMERICA","Florida",1.8288,"LARGO_1_2",0
"820",864,"2011","09","SPECIE_UNKNOWN","2011/09/24",7,"North",5,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","South Carolina",NA,"N/A",0
"821",865,"2011","09","SPECIE_UNKNOWN","2011/09/20",3,"North",-1,"M","CANOEING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",0
"822",866,"2011","09","SPECIE_UNKNOWN","2011/09/19",2,"South",38,"M","ACTIVITY_UNKNOWN","REUNION_ISLAND","AFRICA","Saint-Gilles",NA,"N/A",1
"823",867,"2011","09","SPECIE_UNKNOWN","2011/09/17",7,"North",17,"M","SWIMMING","KENYA","AFRICA","Coast Province",NA,"N/A",1
"824",868,"2011","09","SPECIE_UNKNOWN","2011/09/16",6,"North",25,"M","SURFING","USA","NORTH_AMERICA","Florida",1.2192,"LARGO_1_2",0
"825",869,"2011","09","SPECIE_UNKNOWN","2011/09/11",1,"North",37,"M","SURFING","USA","NORTH_AMERICA","California",NA,"N/A",0
"826",870,"2011","09","TIGER_SHARK","2011/09/11",1,"South",30,"M","SURFING","PAPUA_NEW_GUINEA","OCEANIA","Central Province",2,"LARGO_1_2",0
"827",871,"2011","09","SPECIE_UNKNOWN","2011/09/04",1,"North",-1,"","SURFING","USA","NORTH_AMERICA","Hawaii",NA,"N/A",0
"828",872,"2011","09","WHITE_SHARK","2011/09/04",1,"South",21,"M","ACTIVITY_UNKNOWN","AUSTRALIA","OCEANIA","Western Australia",NA,"N/A",1
"829",873,"2011","09","SPINNER_SHARK","2011/09/02",6,"North",19,"M","SURFING","USA","NORTH_AMERICA","Florida",1.8288,"LARGO_1_2",0
"830",874,"2011","08","SPECIE_UNKNOWN","2011/08/31",4,"North",19,"M","SURFING","USA","NORTH_AMERICA","Florida",1.8288,"LARGO_1_2",0
"831",875,"2011","08","SPECIE_UNKNOWN","2011/08/28",1,"South",48,"M","SWIMMING","AUSTRALIA","OCEANIA","Queensland",NA,"N/A",1
"832",876,"2011","08","SPECIE_UNKNOWN","2011/08/28",1,"North",39,"F","FISHING","USA","NORTH_AMERICA","Texas",NA,"N/A",0
"833",877,"2011","08","SPECIE_UNKNOWN","2011/08/26",6,"North",-1,"M","STANDING","RUSSIA","ASIA","Primorsky Krai",NA,"N/A",0
"834",878,"2011","08","SPECIE_UNKNOWN","2011/08/24",4,"North",21,"M","SURFING","USA","NORTH_AMERICA","North Carolina",NA,"N/A",0
"835",879,"2011","08","SPECIE_UNKNOWN","2011/08/24",4,"North",10,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","North Carolina",NA,"N/A",0
"836",880,"2011","08","WHITE_SHARK","2011/08/23",3,"South",49,"M","SURFING","SOUTH_AFRICA","AFRICA","Western Cape Province",1.8288,"LARGO_1_2",1
"837",881,"2011","08","SPECIE_UNKNOWN","2011/08/18",5,"North",16,"M","SWIMMING","RUSSIA","ASIA","Peter the Great Bay, Khasan, Primorsky Krai (Far East)",NA,"N/A",0
"838",882,"2011","08","TIGER_SHARK","2011/08/17",4,"North",20,"F","WADING","USA","NORTH_AMERICA","North Carolina",1.524,"LARGO_1_2",0
"839",883,"2011","08","SPECIE_UNKNOWN","2011/08/17",4,"North",12,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","North Carolina",NA,"N/A",0
"840",884,"2011","08","SPECIE_UNKNOWN","2011/08/17",4,"North",25,"M","SWIMMING","RUSSIA","ASIA","Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",4,"LARGO_3_4",0
"841",885,"2011","08","GREY_SHARK","2011/08/16",3,"South",32,"M","SURFING","FRENCH_POLYNESIA","OCEANIA","Society Islands",NA,"N/A",0
"842",886,"2011","08","SPECIE_UNKNOWN","2011/08/16",3,"North",27,"M","FLOATING","USA","NORTH_AMERICA","Puerto Rico",NA,"N/A",0
"843",887,"2011","08","BULL_SHARK","2011/08/16",3,"South",30,"M","SWIMMING","SEYCHELLES","AFRICA","Praslin",1.8288,"LARGO_1_2",1
"844",888,"2011","08","SPECIE_UNKNOWN","2011/08/15",2,"North",7,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","South Carolina",NA,"N/A",0
"845",889,"2011","08","SPECIE_UNKNOWN","2011/08/11",5,"North",54,"M","SWIMMING","USA","NORTH_AMERICA","North Carolina",NA,"N/A",0
"846",890,"2011","08","SPECIE_UNKNOWN","2011/08/01",2,"South",36,"M","DIVING","SEYCHELLES","AFRICA","Praslin",NA,"N/A",1
"847",891,"2011","07","SPECIE_UNKNOWN","2011/07/31",1,"South",14,"M","SWIMMING","BRAZIL","SOUTH_AMERICA","Pernambuco",NA,"N/A",1
"848",892,"2011","07","SPECIE_UNKNOWN","2011/07/30",7,"North",43,"M","SHIPWRECK","PHILIPPINES","ASIA","",NA,"N/A",0
"849",893,"2011","07","SPECIE_UNKNOWN","2011/07/25",2,"North",-1,"M","FISHING","USA","NORTH_AMERICA","New Jersey",NA,"N/A",0
"850",894,"2011","07","WHITE_SHARK","2011/07/22",6,"South",29,"M","SURFING","SOUTH_AFRICA","AFRICA","Eastern Cape Province",3,"LARGO_2_3",0
"851",895,"2011","07","SPECIE_UNKNOWN","2011/07/19",3,"North",6,"F","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","North Carolina",NA,"N/A",0
"852",896,"2011","07","SPECIE_UNKNOWN","2011/07/15",6,"South",-1,"M","KAYAKING","REUNION_ISLAND","AFRICA","Saint-Gilles",NA,"N/A",0
"853",897,"2011","07","SPECIE_UNKNOWN","2011/07/13",4,"North",-1,"M","FISHING","USA","NORTH_AMERICA","Texas",NA,"N/A",0
"854",898,"2011","07","SPECIE_UNKNOWN","2011/07/13",4,"North",54,"M","DIVING","BAHAMAS","NORTH_AMERICA","Grand Bahama Island",NA,"N/A",0
"855",899,"2011","07","SPECIE_UNKNOWN","2011/07/07",5,"North",12,"M","SWIMMING","USA","NORTH_AMERICA","Texas",NA,"N/A",0
"856",900,"2011","07","SPECIE_UNKNOWN","2011/07/07",5,"North",14,"M","FISHING","USA","NORTH_AMERICA","Texas",NA,"N/A",0
"857",901,"2011","07","SPECIE_UNKNOWN","2011/07/06",4,"South",16,"M","SURFING","REUNION_ISLAND","AFRICA","Saint-Gilles",NA,"N/A",0
"858",902,"2011","07","SPECIE_UNKNOWN","2011/07/05",3,"North",17,"M","KAYAKING","COLUMBIA","SOUTH_AMERICA","Sucre",NA,"N/A",0
"859",903,"2011","06","SPECIE_UNKNOWN","2011/06/30",5,"North",28,"M","SNORKELING","TURKS_CAICOS","NORTH_AMERICA","Middle Caicos",NA,"N/A",0
"860",904,"2011","06","SPECIE_UNKNOWN","2011/06/29",4,"South",21,"M","SURFING","BRAZIL","SOUTH_AMERICA","Pernambuco",NA,"N/A",0
"861",905,"2011","06","BULL_SHARK","2011/06/28",3,"South",22,"M","DIVING","SOUTH_AFRICA","AFRICA","KwaZulu-Natal",3,"LARGO_2_3",0
"862",906,"2011","06","BULL_SHARK","2011/06/26",1,"North",10,"F","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","North Carolina",1.8288,"LARGO_1_2",0
"863",907,"2011","06","WHITE_SHARK","2011/06/24",6,"North",-1,"M","SURFING","USA","NORTH_AMERICA","California",1.524,"LARGO_1_2",0
"864",908,"2011","06","SPECIE_UNKNOWN","2011/06/21",3,"North",20,"M","ACTIVITY_UNKNOWN","USA","NORTH_AMERICA","Florida",NA,"N/A",0
"865",909,"2011","06","SPECIE_UNKNOWN","2011/06/19",1,"North",35,"M","FISHING","TURKS_CAICOS","NORTH_AMERICA","Caicos Bank",1.524,"LARGO_1_2",0
"866",910,"2011","06","SPECIE_UNKNOWN","2011/06/19",1,"North",15,"M","SURFING","COSTA_RICA","NORTH_AMERICA","Guanacaste",NA,"N/A",1
"867",911,"2011","06","SPECIE_UNKNOWN","2011/06/15",4,"South",31,"M","ACTIVITY_UNKNOWN","REUNION_ISLAND","AFRICA","Saint-Gilles-les-Bains",NA,"N/A",1
